experiment_id,method,target,scope,class_id,gas,true_ppm,seed,N,RMSE,MAE,NRMSE_range,R2,Bias
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,1,CO,100.0,42,34,15.92546981304762,14.599934452758895,0.0707798658357672,nan,14.265285367729806
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,1,CO,125.0,42,34,25.83862554727865,22.8397776796398,0.11483833576568288,nan,22.374493086352725
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,1,CO,150.0,42,34,10.840123252470168,7.250279382622478,0.04817832556653407,nan,-4.149619446707224
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,1,CO,175.0,42,34,23.915730171067647,21.217611697133414,0.106292134093634,nan,-21.217611697133414
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,1,CO,200.0,42,34,13.188976501468812,11.072936038112134,0.058617673339861384,nan,6.121068884683702
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,1,CO,225.0,42,34,11.373945604851398,8.097421286381717,0.05055086935489511,nan,1.3753150378013204
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,1,CO,250.0,42,34,73.43858288940046,35.4985122676082,0.3263937017306687,nan,-35.4985122676082
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,2,Ethylene,12.5,42,34,0.07860600557396971,0.01348081873963997,0.0006987200495463975,nan,0.01348081873963997
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,2,Ethylene,25.0,42,34,2.623006727995319,1.956140949400735,0.023315615359958387,nan,-1.6252268061832684
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,2,Ethylene,37.5,42,34,1.9304296311833515,1.6390760576653343,0.01715937449940757,nan,1.1120375854542575
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,2,Ethylene,50.0,42,34,1.541652559021686,1.2430937938015423,0.013703578302414986,nan,0.31703364140773677
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,2,Ethylene,62.5,42,34,3.6732928371102442,3.167055224010612,0.0326514918854244,nan,3.094832122522515
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,2,Ethylene,75.0,42,34,3.1205759279398166,2.6068273476934376,0.027738452692798374,nan,-0.23302684899685241
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,2,Ethylene,87.5,42,34,2.7462565606254348,1.8741709800571347,0.024411169427781643,nan,-0.8109139789844294
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,2,Ethylene,100.0,42,34,2.2136633222066697,1.507805824742914,0.019677007308503733,nan,0.27528458125693583
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,2,Ethylene,112.5,42,34,3.350848478911299,2.7821606740955858,0.02978531981254488,nan,-1.6177989831661581
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,2,Ethylene,125.0,42,34,4.919800866434746,4.398499978410839,0.043731563257197736,nan,-4.398499978410839
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,3,Methane,25.0,42,34,0.6908526947217157,0.11848025968666383,0.0030704564209854033,nan,0.11848025968666383
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,3,Methane,50.0,42,34,5.23938961019586,3.764185669189586,0.023286176045314935,nan,3.053156689997429
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,3,Methane,75.0,42,34,6.849894607662895,6.498484871093548,0.030443976034057307,nan,6.108329785693559
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,3,Methane,100.0,42,34,11.67360487828857,9.862756847225555,0.0518826883479492,nan,8.76546000782464
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,3,Methane,125.0,42,34,9.168882182040791,6.394460743181968,0.04075058747573685,nan,2.7814283156645048
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,3,Methane,150.0,42,34,9.82563602330063,7.707302543748375,0.043669493436891686,nan,5.036680643663391
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,3,Methane,175.0,42,34,13.82066407669422,9.868785715577467,0.06142517367419653,nan,1.5364560847511914
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,3,Methane,200.0,42,34,10.735711710635913,7.560499998453482,0.04771427426949294,nan,1.9974421215609293
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,3,Methane,225.0,42,34,13.105909915164867,8.510528166327063,0.058248488511843846,nan,-2.4240568368305664
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,3,Methane,250.0,42,34,15.06033766778136,13.513292721476864,0.06693483407902827,nan,-13.513292721476864
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,0,Ethanol,12.5,42,34,0.4383359029637762,0.07517398717545166,0.0038963191374557886,nan,0.07517398717545166
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,0,Ethanol,25.0,42,34,2.5709496088215498,2.0785384478829427,0.02285288541174711,nan,-1.015397098600036
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,0,Ethanol,37.5,42,34,2.5837039615055413,2.16672318667311,0.02296625743560481,nan,1.2993649518032675
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,0,Ethanol,50.0,42,34,4.320497532410217,3.622357919990357,0.038404422510313035,nan,3.5706063569108015
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,0,Ethanol,62.5,42,34,5.650204919312296,4.935332862561183,0.05022404372722042,nan,4.701246121107597
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,0,Ethanol,75.0,42,34,2.2207930353636645,1.7019323855089732,0.019740382536565907,nan,1.511132232155939
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,0,Ethanol,87.5,42,34,3.225134050738686,2.3500376517328787,0.028667858228788323,nan,0.8040163705681735
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,0,Ethanol,100.0,42,34,3.388417858336623,2.728486621212152,0.03011926985188109,nan,-2.0591887688075734
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,0,Ethanol,112.5,42,34,4.5257020126202,3.508013958970649,0.04022846233440178,nan,-2.9332796101942775
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,0,Ethanol,125.0,42,32,5.670580337363786,3.1451381244250576,0.050405158554344756,nan,-3.1451381244250576
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,1,CO,25.0,42,33,3.8772198406110108,1.5766519077879149,0.01723208818049338,nan,1.5766519077879149
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,1,CO,50.0,42,33,7.796144240639212,6.240107845253136,0.0346495299583965,nan,4.691541548308227
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,1,CO,75.0,42,34,12.392594403226884,10.915996087756284,0.055078197347675044,nan,8.396550995907253
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,1,CO,100.0,42,34,15.92546981304762,14.599934452758895,0.0707798658357672,nan,14.265285367729806
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,1,CO,125.0,42,34,25.83862554727865,22.8397776796398,0.11483833576568288,nan,22.374493086352725
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,1,CO,150.0,42,34,10.840123252470168,7.250279382622478,0.04817832556653407,nan,-4.149619446707224
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,1,CO,175.0,42,34,23.915730171067647,21.217611697133414,0.106292134093634,nan,-21.217611697133414
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,1,CO,200.0,42,34,13.188976501468812,11.072936038112134,0.058617673339861384,nan,6.121068884683702
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,1,CO,225.0,42,34,11.373945604851398,8.097421286381717,0.05055086935489511,nan,1.3753150378013204
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,1,CO,250.0,42,31,21.36541940078424,15.949981196731576,0.09495741955904106,nan,-15.949981196731576
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,2,Ethylene,12.5,42,34,0.07860600557396971,0.01348081873963997,0.0006987200495463975,nan,0.01348081873963997
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,2,Ethylene,25.0,42,34,2.623006727995319,1.956140949400735,0.023315615359958387,nan,-1.6252268061832684
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,2,Ethylene,37.5,42,34,1.9304296311833515,1.6390760576653343,0.01715937449940757,nan,1.1120375854542575
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,2,Ethylene,50.0,42,34,1.541652559021686,1.2430937938015423,0.013703578302414986,nan,0.31703364140773677
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,2,Ethylene,62.5,42,34,3.6732928371102442,3.167055224010612,0.0326514918854244,nan,3.094832122522515
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,2,Ethylene,75.0,42,34,3.1205759279398166,2.6068273476934376,0.027738452692798374,nan,-0.23302684899685241
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,2,Ethylene,87.5,42,34,2.7462565606254348,1.8741709800571347,0.024411169427781643,nan,-0.8109139789844294
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,2,Ethylene,100.0,42,34,2.2136633222066697,1.507805824742914,0.019677007308503733,nan,0.27528458125693583
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,2,Ethylene,112.5,42,34,3.350848478911299,2.7821606740955858,0.02978531981254488,nan,-1.6177989831661581
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,2,Ethylene,125.0,42,34,4.919800866434746,4.398499978410839,0.043731563257197736,nan,-4.398499978410839
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,3,Methane,25.0,42,34,0.6908526947217157,0.11848025968666383,0.0030704564209854033,nan,0.11848025968666383
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,3,Methane,50.0,42,34,5.23938961019586,3.764185669189586,0.023286176045314935,nan,3.053156689997429
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,3,Methane,75.0,42,34,6.849894607662895,6.498484871093548,0.030443976034057307,nan,6.108329785693559
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,3,Methane,100.0,42,34,11.67360487828857,9.862756847225555,0.0518826883479492,nan,8.76546000782464
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,3,Methane,125.0,42,34,9.168882182040791,6.394460743181968,0.04075058747573685,nan,2.7814283156645048
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,3,Methane,150.0,42,34,9.82563602330063,7.707302543748375,0.043669493436891686,nan,5.036680643663391
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,3,Methane,175.0,42,34,13.82066407669422,9.868785715577467,0.06142517367419653,nan,1.5364560847511914
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,3,Methane,200.0,42,34,10.735711710635913,7.560499998453482,0.04771427426949294,nan,1.9974421215609293
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,3,Methane,225.0,42,34,13.105909915164867,8.510528166327063,0.058248488511843846,nan,-2.4240568368305664
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,3,Methane,250.0,42,34,15.06033766778136,13.513292721476864,0.06693483407902827,nan,-13.513292721476864
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,0,Ethanol,12.5,42,34,0.4383359029637762,0.07517398717545166,0.0038963191374557886,nan,0.07517398717545166
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,0,Ethanol,25.0,42,34,2.5709496088215498,2.0785384478829427,0.02285288541174711,nan,-1.015397098600036
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,0,Ethanol,37.5,42,34,2.5837039615055413,2.16672318667311,0.02296625743560481,nan,1.2993649518032675
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,0,Ethanol,50.0,42,34,4.320497532410217,3.622357919990357,0.038404422510313035,nan,3.5706063569108015
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,0,Ethanol,62.5,42,34,5.650204919312296,4.935332862561183,0.05022404372722042,nan,4.701246121107597
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,0,Ethanol,75.0,42,34,2.2207930353636645,1.7019323855089732,0.019740382536565907,nan,1.511132232155939
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,0,Ethanol,87.5,42,34,3.225134050738686,2.3500376517328787,0.028667858228788323,nan,0.8040163705681735
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,0,Ethanol,100.0,42,34,3.388417858336623,2.728486621212152,0.03011926985188109,nan,-2.0591887688075734
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,0,Ethanol,112.5,42,34,4.5257020126202,3.508013958970649,0.04022846233440178,nan,-2.9332796101942775
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,0,Ethanol,125.0,42,34,25.800089333235057,9.05092267957109,0.22933412740653383,nan,-9.05092267957109
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,1,CO,25.0,42,34,3.819776371072438,1.530279792852976,0.01697678387143306,nan,1.530279792852976
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,1,CO,50.0,42,34,7.7033234186748585,6.157885757033462,0.034236992971888265,nan,4.654865527645757
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,1,CO,75.0,42,34,12.392594403226884,10.915996087756284,0.055078197347675044,nan,8.396550995907253
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,1,CO,100.0,42,34,15.92546981304762,14.599934452758895,0.0707798658357672,nan,14.265285367729806
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,1,CO,125.0,42,34,25.83862554727865,22.8397776796398,0.11483833576568288,nan,22.374493086352725
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,1,CO,150.0,42,34,10.840123252470168,7.250279382622478,0.04817832556653407,nan,-4.149619446707224
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,1,CO,175.0,42,34,23.915730171067647,21.217611697133414,0.106292134093634,nan,-21.217611697133414
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,1,CO,200.0,42,34,13.188976501468812,11.072936038112134,0.058617673339861384,nan,6.121068884683702
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,1,CO,225.0,42,34,11.373945604851398,8.097421286381717,0.05055086935489511,nan,1.3753150378013204
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,1,CO,250.0,42,34,22.71790583759821,17.438954102718274,0.10096847038932537,nan,-17.438954102718274
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,2,Ethylene,12.5,42,34,0.07860600557396971,0.01348081873963997,0.0006987200495463975,nan,0.01348081873963997
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,2,Ethylene,25.0,42,34,2.623006727995319,1.956140949400735,0.023315615359958387,nan,-1.6252268061832684
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,2,Ethylene,37.5,42,34,1.9304296311833515,1.6390760576653343,0.01715937449940757,nan,1.1120375854542575
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,2,Ethylene,50.0,42,34,1.541652559021686,1.2430937938015423,0.013703578302414986,nan,0.31703364140773677
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,2,Ethylene,62.5,42,34,3.6732928371102442,3.167055224010612,0.0326514918854244,nan,3.094832122522515
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,2,Ethylene,75.0,42,34,3.1205759279398166,2.6068273476934376,0.027738452692798374,nan,-0.23302684899685241
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,2,Ethylene,87.5,42,34,2.7462565606254348,1.8741709800571347,0.024411169427781643,nan,-0.8109139789844294
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,2,Ethylene,100.0,42,34,2.2136633222066697,1.507805824742914,0.019677007308503733,nan,0.27528458125693583
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,2,Ethylene,112.5,42,34,3.350848478911299,2.7821606740955858,0.02978531981254488,nan,-1.6177989831661581
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,2,Ethylene,125.0,42,34,4.919800866434746,4.398499978410839,0.043731563257197736,nan,-4.398499978410839
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,3,Methane,25.0,42,34,0.6908526947217157,0.11848025968666383,0.0030704564209854033,nan,0.11848025968666383
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,3,Methane,50.0,42,34,5.23938961019586,3.764185669189586,0.023286176045314935,nan,3.053156689997429
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,3,Methane,75.0,42,34,6.849894607662895,6.498484871093548,0.030443976034057307,nan,6.108329785693559
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,3,Methane,100.0,42,34,11.67360487828857,9.862756847225555,0.0518826883479492,nan,8.76546000782464
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,3,Methane,125.0,42,34,9.168882182040791,6.394460743181968,0.04075058747573685,nan,2.7814283156645048
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,3,Methane,150.0,42,34,9.82563602330063,7.707302543748375,0.043669493436891686,nan,5.036680643663391
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,3,Methane,175.0,42,34,13.82066407669422,9.868785715577467,0.06142517367419653,nan,1.5364560847511914
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,3,Methane,200.0,42,34,10.735711710635913,7.560499998453482,0.04771427426949294,nan,1.9974421215609293
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,3,Methane,225.0,42,34,13.105909915164867,8.510528166327063,0.058248488511843846,nan,-2.4240568368305664
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,3,Methane,250.0,42,34,15.06033766778136,13.513292721476864,0.06693483407902827,nan,-13.513292721476864
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,0,Ethanol,12.5,42,34,0.4383359029637762,0.07517398717545166,0.0038963191374557886,nan,0.07517398717545166
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,0,Ethanol,25.0,42,34,2.5709496088215498,2.0785384478829427,0.02285288541174711,nan,-1.015397098600036
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,0,Ethanol,37.5,42,34,2.5837039615055413,2.16672318667311,0.02296625743560481,nan,1.2993649518032675
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,0,Ethanol,50.0,42,34,4.320497532410217,3.622357919990357,0.038404422510313035,nan,3.5706063569108015
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,0,Ethanol,62.5,42,34,5.650204919312296,4.935332862561183,0.05022404372722042,nan,4.701246121107597
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,0,Ethanol,75.0,42,34,2.2207930353636645,1.7019323855089732,0.019740382536565907,nan,1.511132232155939
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,0,Ethanol,87.5,42,34,3.225134050738686,2.3500376517328787,0.028667858228788323,nan,0.8040163705681735
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,0,Ethanol,100.0,42,34,3.388417858336623,2.728486621212152,0.03011926985188109,nan,-2.0591887688075734
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,0,Ethanol,112.5,42,34,4.5257020126202,3.508013958970649,0.04022846233440178,nan,-2.9332796101942775
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,0,Ethanol,125.0,42,32,5.670580337363786,3.1451381244250576,0.050405158554344756,nan,-3.1451381244250576
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,1,CO,25.0,42,33,3.8772198406110108,1.5766519077879149,0.01723208818049338,nan,1.5766519077879149
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,1,CO,50.0,42,33,7.796144240639212,6.240107845253136,0.0346495299583965,nan,4.691541548308227
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,1,CO,75.0,42,34,12.392594403226884,10.915996087756284,0.055078197347675044,nan,8.396550995907253
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,1,CO,100.0,42,34,15.92546981304762,14.599934452758895,0.0707798658357672,nan,14.265285367729806
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,1,CO,125.0,42,34,25.83862554727865,22.8397776796398,0.11483833576568288,nan,22.374493086352725
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,1,CO,150.0,42,34,10.840123252470168,7.250279382622478,0.04817832556653407,nan,-4.149619446707224
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,1,CO,175.0,42,34,23.915730171067647,21.217611697133414,0.106292134093634,nan,-21.217611697133414
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,1,CO,200.0,42,34,13.188976501468812,11.072936038112134,0.058617673339861384,nan,6.121068884683702
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,1,CO,225.0,42,34,11.373945604851398,8.097421286381717,0.05055086935489511,nan,1.3753150378013204
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,1,CO,250.0,42,31,21.36541940078424,15.949981196731576,0.09495741955904106,nan,-15.949981196731576
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,2,Ethylene,12.5,42,34,0.07860600557396971,0.01348081873963997,0.0006987200495463975,nan,0.01348081873963997
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,2,Ethylene,25.0,42,34,2.623006727995319,1.956140949400735,0.023315615359958387,nan,-1.6252268061832684
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,2,Ethylene,37.5,42,34,1.9304296311833515,1.6390760576653343,0.01715937449940757,nan,1.1120375854542575
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,2,Ethylene,50.0,42,34,1.541652559021686,1.2430937938015423,0.013703578302414986,nan,0.31703364140773677
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,2,Ethylene,62.5,42,34,3.6732928371102442,3.167055224010612,0.0326514918854244,nan,3.094832122522515
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,2,Ethylene,75.0,42,34,3.1205759279398166,2.6068273476934376,0.027738452692798374,nan,-0.23302684899685241
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,2,Ethylene,87.5,42,34,2.7462565606254348,1.8741709800571347,0.024411169427781643,nan,-0.8109139789844294
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,2,Ethylene,100.0,42,34,2.2136633222066697,1.507805824742914,0.019677007308503733,nan,0.27528458125693583
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,2,Ethylene,112.5,42,34,3.350848478911299,2.7821606740955858,0.02978531981254488,nan,-1.6177989831661581
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,2,Ethylene,125.0,42,34,4.919800866434746,4.398499978410839,0.043731563257197736,nan,-4.398499978410839
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,3,Methane,25.0,42,34,0.6908526947217157,0.11848025968666383,0.0030704564209854033,nan,0.11848025968666383
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,3,Methane,50.0,42,34,5.23938961019586,3.764185669189586,0.023286176045314935,nan,3.053156689997429
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,3,Methane,75.0,42,34,6.849894607662895,6.498484871093548,0.030443976034057307,nan,6.108329785693559
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,3,Methane,100.0,42,34,11.67360487828857,9.862756847225555,0.0518826883479492,nan,8.76546000782464
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,3,Methane,125.0,42,34,9.168882182040791,6.394460743181968,0.04075058747573685,nan,2.7814283156645048
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,3,Methane,150.0,42,34,9.82563602330063,7.707302543748375,0.043669493436891686,nan,5.036680643663391
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,3,Methane,175.0,42,34,13.82066407669422,9.868785715577467,0.06142517367419653,nan,1.5364560847511914
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,3,Methane,200.0,42,34,10.735711710635913,7.560499998453482,0.04771427426949294,nan,1.9974421215609293
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,3,Methane,225.0,42,34,13.105909915164867,8.510528166327063,0.058248488511843846,nan,-2.4240568368305664
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,3,Methane,250.0,42,34,15.06033766778136,13.513292721476864,0.06693483407902827,nan,-13.513292721476864
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,0,Ethanol,12.5,42,34,81.46558175108972,28.19147405221887,0.7241385044541309,nan,28.19147405221887
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,0,Ethanol,25.0,42,34,2.8688888411400786,2.1208609485200753,0.025501234143467368,nan,0.31688751153325917
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,0,Ethanol,37.5,42,34,6.977361522056071,4.232974320040311,0.06202099130716507,nan,4.232974320040311
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,0,Ethanol,50.0,42,34,3.2646102552792304,2.2598893845663706,0.029018757824704266,nan,1.4187142468626357
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,0,Ethanol,62.5,42,34,3.3611042032675718,2.1614208341491357,0.029876481806822862,nan,1.5727446508526812
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,0,Ethanol,75.0,42,34,6.041465947959691,4.912498382952266,0.05370191953741947,nan,-3.220520996904447
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,0,Ethanol,87.5,42,34,5.304341668167816,4.330233981340623,0.047149703717047256,nan,3.3112379808415646
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,0,Ethanol,100.0,42,34,3.6754734425951656,2.5437776084877113,0.032670875045290364,nan,-0.8746868402443172
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,0,Ethanol,112.5,42,34,6.868565624577179,5.18567261805974,0.061053916662908256,nan,-4.521675012436498
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,0,Ethanol,125.0,42,34,4.6407867295986565,2.8284239873739017,0.041251437596432496,nan,-2.8284239873739017
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,1,CO,25.0,42,34,8.104301835905208,4.1220710724464364,0.03601911927068982,nan,4.1220710724464364
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,1,CO,50.0,42,34,12.554633953417817,9.970398310503093,0.055798373126301405,nan,3.5296426734606863
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,1,CO,75.0,42,34,16.298496057410965,13.348795365619102,0.07243776025515984,nan,-2.2992164141477094
CAN-V1-REG-A0T-C5-S42,A0T,C5,S_ALL,1,CO,100.0,42,34,18.73067841061254,14.821907822664517,0.0832474596027224,nan,3.6524571929899308
